,Unnamed: 0,Edges,Length,Demand
131,131,"(15, 155)",11,1.1
132,132,"(15, 280)",4,0.44000000000000006
133,133,"(15, 429)",9,0.9900000000000001
134,134,"(15, 435)",7,0.63
135,135,"(215, 72)",6,0.6
136,136,"(215, 214)",6,0.66
137,137,"(215, 216)",5,0.5
138,138,"(215, 342)",10,1.0
139,139,"(215, 365)",3,0.33
140,140,"(215, 367)",4,0.4
141,141,"(380, 74)",4,0.4
142,142,"(380, 379)",7,0.5599999999999999
143,143,"(380, 381)",4,0.36000000000000004
144,144,"(380, 406)",7,0.63
145,145,"(380, 475)",6,0.54
146,146,"(408, 142)",4,0.36000000000000004
147,147,"(408, 179)",5,0.5
148,148,"(408, 385)",9,0.9900000000000001
149,149,"(408, 407)",10,0.9
150,150,"(408, 409)",7,0.63
151,151,"(414, 217)",6,0.66
152,152,"(414, 413)",8,0.7200000000000001
153,153,"(414, 415)",10,0.9
154,154,"(16, 17)",9,0.81
155,155,"(16, 116)",6,0.66
156,156,"(16, 340)",10,0.8
157,157,"(16, 483)",5,0.4
158,158,"(60, 50)",9,0.81
159,159,"(60, 59)",5,0.4
160,160,"(60, 61)",6,0.6
161,161,"(60, 74)",7,0.7
162,162,"(60, 125)",8,0.8800000000000001
163,163,"(60, 221)",4,0.4
164,164,"(155, 154)",7,0.7
165,165,"(155, 156)",9,0.81
166,166,"(155, 201)",6,0.54
167,167,"(280, 153)",6,0.48
168,168,"(280, 279)",9,0.7200000000000001
169,169,"(280, 281)",8,0.8800000000000001
170,170,"(429, 233)",14,1.54
171,171,"(429, 264)",7,0.7
172,172,"(429, 265)",9,0.9900000000000001
173,173,"(429, 428)",14,1.4
174,174,"(429, 430)",7,0.5599999999999999
175,175,"(435, 139)",8,0.8
176,176,"(435, 143)",3,0.3
177,177,"(435, 348)",2,0.22000000000000003
178,178,"(435, 434)",5,0.45
179,179,"(435, 436)",5,0.45
180,180,"(17, 18)",5,0.55
181,181,"(17, 397)",4,0.4
182,182,"(17, 460)",6,0.6
183,183,"(116, 115)",8,0.8800000000000001
184,184,"(116, 117)",8,0.8800000000000001
185,185,"(340, 37)",4,0.4
186,186,"(340, 125)",3,0.3
187,187,"(340, 339)",7,0.7
188,188,"(340, 374)",4,0.4
189,189,"(483, 258)",4,0.4
190,190,"(483, 482)",9,0.9900000000000001
191,191,"(483, 484)",5,0.45
192,192,"(18, 19)",7,0.63
193,193,"(18, 148)",9,0.9
194,194,"(18, 306)",8,0.7200000000000001
195,195,"(18, 457)",9,0.9
196,196,"(397, 270)",9,0.81
197,197,"(397, 396)",4,0.4
198,198,"(397, 398)",3,0.3
199,199,"(397, 427)",1,0.1
200,200,"(460, 63)",10,0.9
201,201,"(460, 183)",4,0.4
202,202,"(460, 250)",6,0.6
203,203,"(460, 425)",7,0.7
204,204,"(460, 459)",7,0.77
205,205,"(460, 461)",7,0.63
206,206,"(19, 20)",3,0.24
207,207,"(19, 21)",10,1.0
208,208,"(19, 305)",6,0.54
209,209,"(148, 147)",3,0.3
210,210,"(148, 149)",3,0.24
211,211,"(148, 245)",7,0.7
212,212,"(148, 372)",4,0.36000000000000004
213,213,"(306, 282)",3,0.27
214,214,"(306, 305)",7,0.63
215,215,"(306, 307)",6,0.54
216,216,"(306, 319)",7,0.7
217,217,"(306, 440)",6,0.6
218,218,"(457, 387)",10,0.9
219,219,"(457, 456)",4,0.32000000000000006
220,220,"(457, 458)",3,0.24
221,221,"(457, 467)",5,0.45
222,222,"(20, 21)",4,0.36000000000000004
223,223,"(20, 25)",10,0.9
224,224,"(20, 342)",7,0.7
225,225,"(20, 384)",9,0.9
226,226,"(21, 22)",8,0.6400000000000001
227,227,"(21, 226)",6,0.6
228,228,"(21, 241)",5,0.45
229,229,"(21, 469)",3,0.3
230,230,"(305, 271)",7,0.63
231,231,"(305, 304)",7,0.5599999999999999
232,232,"(305, 319)",7,0.77
233,233,"(25, 24)",6,0.48
234,234,"(25, 26)",4,0.4
235,235,"(25, 114)",7,0.63
236,236,"(25, 151)",8,0.7200000000000001
237,237,"(25, 228)",7,0.7
238,238,"(25, 379)",7,0.5599999999999999
239,239,"(342, 326)",10,0.9
240,240,"(342, 343)",7,0.7
241,241,"(384, 118)",8,0.6400000000000001
242,242,"(384, 376)",9,0.81
243,243,"(384, 383)",11,1.1
244,244,"(384, 385)",6,0.6
245,245,"(384, 438)",8,0.8800000000000001
246,246,"(384, 471)",7,0.7
247,247,"(384, 488)",9,0.81
248,248,"(22, 23)",8,0.7200000000000001
249,249,"(22, 329)",5,0.45
250,250,"(22, 436)",6,0.54
251,251,"(226, 225)",5,0.45
252,252,"(226, 227)",3,0.24
253,253,"(226, 360)",3,0.24
254,254,"(241, 240)",10,0.9
255,255,"(241, 242)",14,1.26
256,256,"(469, 40)",6,0.66
257,257,"(469, 468)",10,1.0
258,258,"(469, 470)",8,0.8
259,259,"(23, 24)",7,0.77
260,260,"(329, 317)",7,0.63
261,261,"(329, 328)",9,0.9
262,262,"(329, 330)",6,0.54
263,263,"(329, 446)",10,1.1
264,264,"(436, 266)",4,0.36000000000000004
265,265,"(436, 409)",6,0.6
266,266,"(436, 437)",6,0.48
267,267,"(436, 470)",9,0.9
268,268,"(26, 27)",6,0.6
269,269,"(26, 360)",10,0.9
270,270,"(26, 427)",7,0.7
271,271,"(114, 113)",8,0.7200000000000001
272,272,"(114, 115)",4,0.32000000000000006
273,273,"(151, 150)",6,0.6
274,274,"(151, 152)",8,0.8
275,275,"(151, 492)",4,0.36000000000000004
276,276,"(228, 227)",6,0.6
277,277,"(228, 229)",7,0.7
278,278,"(379, 83)",4,0.4
279,279,"(379, 161)",3,0.27
280,280,"(379, 378)",9,0.81
281,281,"(379, 463)",6,0.66
282,282,"(27, 28)",7,0.5599999999999999
283,283,"(360, 80)",8,0.8
284,284,"(360, 170)",4,0.32000000000000006
285,285,"(360, 258)",6,0.6
286,286,"(360, 359)",7,0.7
287,287,"(360, 361)",12,1.08
288,288,"(427, 211)",6,0.48
289,289,"(427, 426)",7,0.5599999999999999
290,290,"(427, 428)",8,0.8
291,291,"(28, 29)",8,0.7200000000000001
292,292,"(29, 30)",9,0.81
293,293,"(29, 212)",11,1.2100000000000002
294,294,"(29, 403)",2,0.22000000000000003
295,295,"(30, 31)",3,0.3
296,296,"(30, 452)",6,0.6
297,297,"(212, 86)",8,0.7200000000000001
298,298,"(212, 211)",6,0.6
299,299,"(212, 213)",9,0.81
300,300,"(212, 357)",6,0.6
301,301,"(212, 406)",7,0.5599999999999999
302,302,"(403, 372)",6,0.48
303,303,"(403, 402)",5,0.45
304,304,"(403, 404)",5,0.45
305,305,"(403, 468)",9,0.9
306,306,"(31, 32)",6,0.48
307,307,"(31, 242)",8,0.8
308,308,"(31, 465)",6,0.54
309,309,"(452, 433)",4,0.44000000000000006
310,310,"(452, 451)",8,0.8
311,311,"(452, 453)",5,0.5
312,312,"(32, 33)",9,0.7200000000000001
313,313,"(32, 109)",3,0.27
314,314,"(32, 388)",6,0.48
315,315,"(242, 202)",10,0.8
316,316,"(242, 243)",6,0.6
317,317,"(465, 147)",7,0.7
318,318,"(465, 464)",11,0.9900000000000001
319,319,"(465, 466)",4,0.4
320,320,"(33, 34)",8,0.7200000000000001
321,321,"(33, 136)",6,0.48
322,322,"(33, 217)",3,0.3
323,323,"(33, 425)",7,0.7
324,324,"(109, 108)",9,0.81
325,325,"(109, 110)",2,0.18000000000000002
326,326,"(109, 113)",6,0.54
327,327,"(109, 317)",7,0.63
328,328,"(109, 369)",6,0.54
329,329,"(388, 92)",5,0.45
330,330,"(388, 199)",8,0.7200000000000001
331,331,"(388, 366)",8,0.7200000000000001
332,332,"(388, 387)",8,0.7200000000000001
333,333,"(388, 389)",11,1.2100000000000002
334,334,"(34, 35)",9,0.9
335,335,"(34, 108)",6,0.54
336,336,"(34, 113)",9,0.81
337,337,"(34, 253)",6,0.6
338,338,"(136, 129)",4,0.36000000000000004
339,339,"(136, 135)",6,0.48
340,340,"(136, 137)",3,0.27
341,341,"(136, 233)",8,0.8
342,342,"(136, 368)",6,0.6
343,343,"(217, 110)",4,0.4
344,344,"(217, 178)",6,0.54
345,345,"(217, 216)",2,0.2
346,346,"(217, 218)",5,0.45
347,347,"(217, 219)",9,0.9
348,348,"(425, 46)",7,0.5599999999999999
349,349,"(425, 54)",8,0.8800000000000001
350,350,"(425, 62)",11,0.9900000000000001
351,351,"(425, 87)",3,0.27
352,352,"(425, 424)",9,0.9
353,353,"(425, 426)",6,0.6
354,354,"(35, 36)",8,0.6400000000000001
355,355,"(108, 107)",7,0.63
356,356,"(108, 273)",5,0.45
357,357,"(108, 301)",8,0.7200000000000001
358,358,"(108, 368)",8,0.7200000000000001
359,359,"(113, 279)",6,0.54
360,360,"(253, 252)",7,0.7
361,361,"(253, 254)",13,1.1700000000000002
362,362,"(36, 37)",7,0.63
363,363,"(36, 462)",5,0.45
364,364,"(37, 38)",6,0.54
365,365,"(37, 40)",5,0.45
366,366,"(37, 98)",8,0.8800000000000001
367,367,"(37, 157)",9,0.9
368,368,"(37, 209)",9,0.9
369,369,"(37, 259)",9,0.7200000000000001
370,370,"(462, 461)",10,1.0
371,371,"(462, 463)",5,0.5
372,372,"(38, 39)",7,0.7
373,373,"(38, 78)",6,0.54
374,374,"(40, 39)",6,0.6
375,375,"(40, 41)",7,0.63
376,376,"(98, 97)",7,0.5599999999999999
377,377,"(98, 99)",8,0.8800000000000001
378,378,"(157, 156)",7,0.63
379,379,"(157, 158)",6,0.54
380,380,"(157, 229)",8,0.7200000000000001
381,381,"(157, 420)",9,0.9900000000000001
382,382,"(209, 73)",9,0.81
383,383,"(209, 208)",5,0.55
384,384,"(209, 210)",5,0.4
385,385,"(209, 283)",8,0.8
386,386,"(259, 145)",8,0.6400000000000001
387,387,"(259, 258)",10,0.8
388,388,"(259, 260)",6,0.48
389,389,"(259, 391)",11,0.9900000000000001
390,390,"(259, 476)",3,0.24
391,391,"(39, 46)",12,1.08
392,392,"(78, 77)",6,0.48
393,393,"(78, 79)",3,0.33
394,394,"(78, 337)",4,0.36000000000000004
395,395,"(78, 368)",8,0.6400000000000001
396,396,"(46, 45)",9,0.9900000000000001
397,397,"(46, 47)",7,0.7
398,398,"(46, 82)",6,0.6
399,399,"(46, 169)",9,0.81
400,400,"(41, 344)",5,0.4
401,401,"(344, 167)",6,0.6
402,402,"(344, 311)",4,0.4
403,403,"(344, 343)",6,0.66
404,404,"(344, 345)",5,0.5
405,405,"(344, 439)",4,0.36000000000000004
406,406,"(43, 44)",8,0.8800000000000001
407,407,"(43, 92)",6,0.54
408,408,"(43, 366)",8,0.8800000000000001
409,409,"(62, 61)",6,0.54
410,410,"(62, 63)",11,0.9900000000000001
411,411,"(62, 79)",12,1.2
412,412,"(62, 150)",4,0.44000000000000006
413,413,"(283, 282)",10,0.9
414,414,"(283, 284)",10,1.0
415,415,"(283, 444)",7,0.63
416,416,"(420, 419)",5,0.45
417,417,"(420, 421)",9,0.7200000000000001
418,418,"(44, 45)",2,0.2
419,419,"(92, 91)",4,0.36000000000000004
420,420,"(92, 93)",7,0.7
421,421,"(92, 498)",5,0.4
422,422,"(366, 115)",5,0.45
423,423,"(366, 365)",7,0.5599999999999999
424,424,"(366, 367)",10,0.9
425,425,"(45, 261)",5,0.4
426,426,"(261, 237)",8,0.8800000000000001
427,427,"(261, 260)",10,0.9
428,428,"(261, 262)",8,0.7200000000000001
429,429,"(261, 478)",6,0.6
430,430,"(47, 48)",5,0.45
431,431,"(47, 265)",6,0.6
432,432,"(47, 343)",6,0.54
433,433,"(47, 370)",9,0.9
434,434,"(47, 485)",5,0.5
435,435,"(82, 81)",5,0.45
436,436,"(82, 83)",4,0.36000000000000004
437,437,"(82, 99)",7,0.63
438,438,"(169, 132)",7,0.77
439,439,"(169, 168)",8,0.6400000000000001
440,440,"(169, 170)",8,0.8
441,441,"(48, 49)",7,0.63
442,442,"(265, 90)",8,0.7200000000000001
443,443,"(265, 264)",6,0.6
444,444,"(265, 266)",12,1.2
445,445,"(343, 202)",7,0.63
446,446,"(370, 369)",10,0.9
447,447,"(370, 371)",5,0.45
448,448,"(485, 484)",4,0.44000000000000006
449,449,"(485, 486)",2,0.18000000000000002
450,450,"(49, 50)",9,0.7200000000000001
451,451,"(50, 51)",3,0.3
452,452,"(50, 56)",7,0.63
453,453,"(51, 52)",6,0.6
454,454,"(51, 286)",6,0.66
455,455,"(56, 55)",6,0.6
456,456,"(56, 57)",11,1.1
457,457,"(56, 111)",7,0.63
458,458,"(56, 331)",5,0.45
459,459,"(52, 53)",7,0.7
460,460,"(52, 235)",10,1.0
461,461,"(52, 299)",3,0.27
462,462,"(286, 285)",3,0.33
463,463,"(286, 319)",5,0.4
464,464,"(53, 54)",7,0.7
465,465,"(53, 83)",8,0.7200000000000001
466,466,"(53, 93)",5,0.55
467,467,"(235, 234)",7,0.63
468,468,"(235, 236)",8,0.6400000000000001
469,469,"(299, 123)",7,0.7
470,470,"(299, 129)",8,0.8
471,471,"(299, 300)",7,0.63
472,472,"(299, 339)",10,1.0
473,473,"(54, 55)",8,0.7200000000000001
474,474,"(83, 84)",6,0.66
475,475,"(83, 117)",4,0.36000000000000004
476,476,"(83, 495)",8,0.8
477,477,"(93, 94)",4,0.4
478,478,"(55, 121)",5,0.4
479,479,"(55, 394)",6,0.48
480,480,"(121, 120)",6,0.54
481,481,"(121, 122)",7,0.63
482,482,"(394, 393)",6,0.48
483,483,"(394, 395)",5,0.55
484,484,"(57, 58)",4,0.36000000000000004
485,485,"(57, 165)",8,0.8
486,486,"(57, 442)",6,0.66
487,487,"(111, 110)",8,0.7200000000000001
488,488,"(111, 423)",8,0.8
489,489,"(331, 216)",10,1.0
490,490,"(331, 330)",3,0.33
491,491,"(331, 332)",10,0.9
492,492,"(331, 453)",6,0.48
493,493,"(58, 59)",7,0.7
494,494,"(58, 177)",6,0.66
495,495,"(58, 193)",8,0.6400000000000001
496,496,"(58, 470)",8,0.7200000000000001
497,497,"(165, 164)",5,0.45
498,498,"(165, 166)",6,0.66
499,499,"(165, 369)",6,0.54
500,500,"(442, 391)",6,0.6
501,501,"(442, 441)",5,0.4
502,502,"(442, 443)",11,1.2100000000000002
503,503,"(59, 490)",4,0.36000000000000004
504,504,"(177, 176)",6,0.6
505,505,"(177, 178)",10,0.9
506,506,"(177, 308)",10,1.0
507,507,"(177, 482)",2,0.18000000000000002
508,508,"(193, 192)",4,0.4
509,509,"(470, 117)",6,0.54
510,510,"(470, 143)",9,0.9
511,511,"(470, 471)",4,0.4
512,512,"(490, 145)",12,1.2
513,513,"(490, 314)",7,0.7
514,514,"(490, 491)",6,0.48
515,515,"(74, 73)",9,0.81
516,516,"(74, 75)",9,0.9
517,517,"(74, 369)",6,0.54
518,518,"(125, 124)",10,1.0
519,519,"(125, 126)",6,0.48
520,520,"(125, 319)",6,0.6
521,521,"(221, 171)",8,0.6400000000000001
522,522,"(221, 220)",4,0.44000000000000006
523,523,"(221, 222)",3,0.3
524,524,"(63, 64)",7,0.63
525,525,"(63, 256)",5,0.5
526,526,"(79, 80)",8,0.6400000000000001
527,527,"(150, 149)",12,1.2
528,528,"(150, 484)",10,0.9
529,529,"(64, 65)",5,0.5
530,530,"(64, 371)",5,0.45
531,531,"(256, 255)",9,0.81
532,532,"(256, 257)",10,1.1
533,533,"(65, 66)",7,0.63
534,534,"(65, 279)",7,0.77
535,535,"(371, 372)",8,0.8800000000000001
536,536,"(279, 278)",10,0.8
537,537,"(279, 387)",12,0.96
538,538,"(279, 424)",8,0.7200000000000001
539,539,"(279, 493)",7,0.7
540,540,"(68, 69)",5,0.45
541,541,"(68, 139)",8,0.8800000000000001
542,542,"(84, 85)",9,0.7200000000000001
543,543,"(84, 363)",5,0.5
544,544,"(84, 364)",4,0.32000000000000006
545,545,"(199, 186)",7,0.5599999999999999
546,546,"(199, 198)",7,0.63
547,547,"(199, 200)",8,0.8800000000000001
548,548,"(199, 244)",15,1.2000000000000002
549,549,"(309, 174)",11,0.8800000000000001
550,550,"(309, 308)",8,0.8
551,551,"(309, 310)",5,0.55
552,552,"(69, 70)",6,0.66
553,553,"(69, 365)",4,0.4
554,554,"(139, 138)",5,0.45
555,555,"(139, 140)",8,0.8
556,556,"(70, 71)",5,0.45
557,557,"(70, 104)",8,0.8
558,558,"(365, 76)",13,1.1700000000000002
559,559,"(365, 335)",4,0.44000000000000006
560,560,"(365, 364)",10,0.9
561,561,"(71, 72)",5,0.5
562,562,"(71, 89)",5,0.5
563,563,"(104, 103)",5,0.5
564,564,"(104, 105)",7,0.63
565,565,"(104, 129)",6,0.48
566,566,"(104, 352)",6,0.54
567,567,"(72, 73)",8,0.6400000000000001
568,568,"(72, 450)",9,0.9900000000000001
569,569,"(89, 88)",4,0.4
570,570,"(89, 90)",7,0.7
571,571,"(89, 138)",10,1.0
572,572,"(89, 293)",9,0.9900000000000001
573,573,"(73, 494)",7,0.7
574,574,"(450, 269)",13,1.1700000000000002
575,575,"(450, 449)",6,0.6
576,576,"(450, 451)",6,0.66
577,577,"(450, 472)",5,0.55
578,578,"(494, 240)",7,0.7
579,579,"(494, 328)",10,0.8
580,580,"(494, 493)",6,0.48
581,581,"(494, 495)",8,0.7200000000000001
582,582,"(75, 76)",5,0.45
583,583,"(75, 230)",8,0.8
584,584,"(75, 438)",6,0.54
585,585,"(369, 368)",9,0.81
586,586,"(369, 375)",8,0.7200000000000001
587,587,"(76, 77)",10,0.9
588,588,"(76, 103)",7,0.7
589,589,"(76, 149)",7,0.7
590,590,"(76, 179)",9,0.7200000000000001
591,591,"(230, 181)",6,0.6
592,592,"(230, 229)",5,0.45
593,593,"(230, 231)",6,0.66
594,594,"(438, 437)",7,0.5599999999999999
595,595,"(438, 439)",10,1.1
596,596,"(438, 447)",8,0.8
597,597,"(77, 393)",6,0.54
598,598,"(103, 102)",14,1.54
599,599,"(103, 405)",13,1.04
600,600,"(149, 95)",8,0.8
601,601,"(149, 189)",8,0.6400000000000001
602,602,"(149, 203)",5,0.45
603,603,"(149, 278)",6,0.6
604,604,"(179, 178)",5,0.45
605,605,"(179, 198)",5,0.4
606,606,"(179, 203)",3,0.33
607,607,"(179, 317)",9,0.81
608,608,"(179, 358)",5,0.45
609,609,"(393, 145)",5,0.45
610,610,"(393, 308)",6,0.66
611,611,"(393, 392)",9,0.9900000000000001
612,612,"(337, 233)",2,0.2
613,613,"(337, 336)",5,0.4
614,614,"(337, 338)",6,0.6
615,615,"(337, 374)",8,0.8
616,616,"(368, 293)",6,0.54
617,617,"(368, 367)",3,0.24
618,618,"(80, 81)",8,0.7200000000000001
619,619,"(80, 257)",4,0.4
620,620,"(80, 396)",6,0.6
621,621,"(81, 117)",6,0.48
622,622,"(81, 147)",7,0.63
623,623,"(257, 258)",6,0.66
624,624,"(396, 293)",11,1.2100000000000002
625,625,"(396, 395)",6,0.66
626,626,"(396, 472)",2,0.2
627,627,"(117, 118)",11,0.8800000000000001
628,628,"(117, 418)",8,0.8
629,629,"(147, 146)",6,0.6
630,630,"(147, 447)",9,0.9
631,631,"(99, 100)",10,1.0
632,632,"(99, 249)",3,0.24
633,633,"(99, 480)",8,0.6400000000000001
634,634,"(495, 260)",6,0.54
635,635,"(495, 412)",5,0.4
636,636,"(495, 496)",11,1.1
637,637,"(85, 86)",8,0.6400000000000001
638,638,"(85, 272)",5,0.55
639,639,"(85, 312)",4,0.4
640,640,"(363, 352)",7,0.7
641,641,"(363, 362)",3,0.3
642,642,"(363, 364)",10,0.8
643,643,"(364, 91)",4,0.32000000000000006
644,644,"(364, 383)",7,0.63
645,645,"(86, 87)",8,0.7200000000000001
646,646,"(272, 271)",6,0.6
647,647,"(272, 273)",8,0.8
648,648,"(272, 310)",4,0.36000000000000004
649,649,"(312, 90)",6,0.66
650,650,"(312, 275)",4,0.44000000000000006
651,651,"(312, 311)",7,0.77
652,652,"(312, 313)",7,0.5599999999999999
653,653,"(87, 88)",7,0.63
654,654,"(87, 405)",4,0.32000000000000006
655,655,"(405, 175)",6,0.6
656,656,"(405, 254)",9,0.81
657,657,"(405, 338)",8,0.7200000000000001
658,658,"(405, 404)",4,0.36000000000000004
659,659,"(405, 406)",7,0.7
660,660,"(90, 91)",5,0.55
661,661,"(90, 481)",4,0.32000000000000006
662,662,"(138, 137)",7,0.77
663,663,"(138, 463)",9,0.9
664,664,"(293, 202)",6,0.48
665,665,"(293, 292)",9,0.81
666,666,"(481, 170)",10,0.9
667,667,"(481, 480)",13,1.1700000000000002
668,668,"(481, 482)",6,0.54
669,669,"(498, 497)",11,0.8800000000000001
670,670,"(94, 95)",8,0.6400000000000001
671,671,"(95, 96)",7,0.77
672,672,"(96, 97)",4,0.4
673,673,"(96, 102)",3,0.27
674,674,"(102, 101)",5,0.45
675,675,"(102, 222)",9,0.7200000000000001
676,676,"(100, 101)",6,0.6
677,677,"(100, 453)",6,0.54
678,678,"(249, 224)",5,0.45
679,679,"(249, 248)",7,0.7
680,680,"(249, 250)",8,0.7200000000000001
681,681,"(480, 479)",8,0.6400000000000001
682,682,"(101, 276)",7,0.77
683,683,"(453, 454)",7,0.63
684,684,"(276, 275)",3,0.33
685,685,"(276, 297)",7,0.63
686,686,"(276, 317)",6,0.54
687,687,"(222, 202)",5,0.5
688,688,"(222, 223)",10,1.0
689,689,"(222, 445)",5,0.5
690,690,"(105, 106)",10,1.0
691,691,"(105, 137)",7,0.7
692,692,"(105, 159)",9,0.9
693,693,"(129, 128)",7,0.5599999999999999
694,694,"(129, 130)",9,0.9
695,695,"(352, 110)",9,0.9
696,696,"(352, 175)",4,0.36000000000000004
697,697,"(352, 349)",8,0.7200000000000001
698,698,"(352, 351)",10,0.9
699,699,"(352, 353)",6,0.66
700,700,"(106, 107)",6,0.54
701,701,"(159, 158)",6,0.54
702,702,"(159, 160)",7,0.63
703,703,"(107, 439)",4,0.32000000000000006
704,704,"(439, 119)",6,0.48
705,705,"(439, 440)",5,0.5
706,706,"(439, 458)",5,0.5
707,707,"(439, 467)",6,0.66
708,708,"(273, 274)",6,0.6
709,709,"(301, 188)",4,0.36000000000000004
710,710,"(301, 300)",9,0.9900000000000001
711,711,"(301, 302)",8,0.8800000000000001
712,712,"(301, 411)",7,0.77
713,713,"(110, 409)",6,0.54
714,714,"(317, 316)",3,0.27
715,715,"(317, 318)",9,0.9
716,716,"(317, 392)",10,0.8
717,717,"(409, 410)",6,0.54
718,718,"(423, 115)",8,0.8
719,719,"(423, 422)",3,0.33
720,720,"(423, 424)",5,0.55
721,721,"(115, 134)",8,0.8800000000000001
722,722,"(134, 133)",7,0.77
723,723,"(134, 135)",11,0.9900000000000001
