,Unnamed: 0,Edges,Length,Demand
281,281,"(125, 94)",8,0.6400000000000001
282,282,"(125, 126)",11,0.9900000000000001
283,283,"(117, 116)",4,0.36000000000000004
284,284,"(117, 118)",6,0.48
285,285,"(117, 136)",6,0.54
286,286,"(117, 153)",5,0.4
287,287,"(110, 111)",9,0.81
288,288,"(46, 47)",11,0.9900000000000001
289,289,"(162, 181)",7,0.7
290,290,"(47, 48)",6,0.48
291,291,"(48, 49)",12,1.08
292,292,"(48, 168)",6,0.6
293,293,"(168, 120)",5,0.5
294,294,"(168, 139)",6,0.6
295,295,"(51, 52)",5,0.45
296,296,"(90, 89)",7,0.63
297,297,"(90, 91)",4,0.36000000000000004
298,298,"(173, 116)",10,1.0
299,299,"(173, 134)",4,0.32000000000000006
300,300,"(173, 157)",9,0.81
301,301,"(173, 174)",8,0.8
302,302,"(173, 181)",7,0.77
303,303,"(52, 54)",6,0.6
304,304,"(52, 121)",7,0.5599999999999999
305,305,"(52, 123)",10,0.9
306,306,"(52, 181)",8,0.6400000000000001
307,307,"(121, 120)",6,0.66
308,308,"(121, 122)",6,0.66
309,309,"(123, 71)",6,0.6
310,310,"(123, 100)",6,0.6
311,311,"(123, 101)",8,0.7200000000000001
312,312,"(123, 122)",7,0.7
313,313,"(123, 192)",11,1.1
314,314,"(181, 136)",8,0.7200000000000001
315,315,"(181, 182)",12,1.08
316,316,"(146, 67)",8,0.8
317,317,"(146, 68)",7,0.63
318,318,"(146, 147)",5,0.5
319,319,"(153, 152)",5,0.45
320,320,"(153, 154)",7,0.5599999999999999
321,321,"(58, 59)",10,0.9
322,322,"(59, 60)",10,0.9
323,323,"(59, 67)",4,0.44000000000000006
324,324,"(59, 150)",8,0.8
325,325,"(60, 61)",8,0.6400000000000001
326,326,"(67, 68)",10,1.0
327,327,"(150, 63)",5,0.4
328,328,"(150, 133)",6,0.6
329,329,"(150, 149)",9,0.81
330,330,"(61, 62)",4,0.32000000000000006
331,331,"(61, 63)",8,0.8
332,332,"(62, 63)",4,0.4
333,333,"(62, 112)",6,0.6
334,334,"(63, 65)",10,0.8
335,335,"(63, 111)",7,0.63
336,336,"(63, 183)",6,0.66
337,337,"(112, 111)",5,0.5
338,338,"(111, 101)",7,0.63
339,339,"(183, 182)",6,0.66
340,340,"(132, 131)",6,0.54
341,341,"(132, 133)",9,0.81
342,342,"(132, 185)",10,1.1
343,343,"(191, 159)",8,0.8
344,344,"(191, 190)",6,0.6
345,345,"(191, 192)",8,0.7200000000000001
346,346,"(68, 144)",4,0.36000000000000004
347,347,"(197, 83)",4,0.36000000000000004
348,348,"(197, 186)",12,1.32
349,349,"(95, 94)",5,0.45
350,350,"(142, 141)",12,0.96
351,351,"(137, 134)",5,0.5
352,352,"(137, 136)",5,0.4
353,353,"(137, 138)",8,0.6400000000000001
354,354,"(75, 76)",6,0.6
355,355,"(75, 88)",5,0.5
356,356,"(76, 77)",6,0.6
357,357,"(76, 152)",5,0.5
358,358,"(88, 89)",6,0.48
359,359,"(77, 78)",4,0.36000000000000004
360,360,"(91, 92)",7,0.63
361,361,"(82, 83)",6,0.6
362,362,"(83, 84)",7,0.7
363,363,"(83, 100)",7,0.63
364,364,"(83, 116)",3,0.27
365,365,"(83, 118)",7,0.7
366,366,"(100, 99)",5,0.5
367,367,"(100, 101)",5,0.4
368,368,"(116, 194)",4,0.4
369,369,"(156, 155)",8,0.6400000000000001
370,370,"(156, 157)",7,0.63
371,371,"(160, 135)",6,0.6
372,372,"(160, 159)",6,0.6
373,373,"(160, 188)",4,0.4
374,374,"(138, 139)",8,0.8
375,375,"(175, 174)",4,0.4
376,376,"(175, 176)",7,0.5599999999999999
377,377,"(89, 99)",5,0.55
378,378,"(89, 108)",7,0.7
379,379,"(89, 185)",4,0.4
380,380,"(99, 98)",6,0.54
381,381,"(108, 107)",6,0.66
382,382,"(185, 186)",11,1.1
383,383,"(92, 93)",7,0.63
384,384,"(92, 98)",13,1.1700000000000002
385,385,"(93, 94)",3,0.3
386,386,"(98, 97)",5,0.4
387,387,"(101, 102)",4,0.32000000000000006
388,388,"(159, 158)",3,0.33
389,389,"(159, 186)",6,0.66
390,390,"(194, 193)",10,1.0
391,391,"(136, 135)",7,0.63
392,392,"(192, 193)",7,0.5599999999999999
393,393,"(133, 134)",3,0.27
394,394,"(134, 135)",5,0.45
395,395,"(154, 155)",10,1.1
396,396,"(147, 148)",5,0.5
397,397,"(148, 149)",4,0.4
398,398,"(157, 158)",5,0.55
399,399,"(178, 179)",7,0.5599999999999999
