,Unnamed: 0,Edges,Length,Demand
51,51,"(126, 127)",11,0.9900000000000001
52,52,"(126, 208)",11,1.1
53,53,"(126, 244)",11,0.9900000000000001
54,54,"(240, 97)",8,0.8
55,55,"(240, 119)",7,0.7
56,56,"(240, 239)",6,0.6
57,57,"(240, 241)",5,0.45
58,58,"(240, 267)",11,1.1
59,59,"(252, 251)",4,0.32000000000000006
60,60,"(252, 253)",7,0.63
61,61,"(5, 6)",10,1.0
62,62,"(5, 189)",7,0.63
63,63,"(5, 256)",4,0.44000000000000006
64,64,"(45, 17)",7,0.5599999999999999
65,65,"(45, 44)",10,1.1
66,66,"(45, 46)",6,0.54
67,67,"(45, 52)",6,0.54
68,68,"(45, 142)",8,0.6400000000000001
69,69,"(66, 65)",6,0.6
70,70,"(66, 67)",10,1.0
71,71,"(242, 214)",8,0.7200000000000001
72,72,"(242, 241)",4,0.36000000000000004
73,73,"(242, 243)",9,0.81
74,74,"(288, 97)",9,0.81
75,75,"(288, 109)",14,1.26
76,76,"(288, 287)",6,0.6
77,77,"(288, 289)",9,0.9
78,78,"(6, 7)",8,0.8800000000000001
79,79,"(6, 74)",6,0.54
80,80,"(6, 265)",6,0.54
81,81,"(189, 44)",5,0.4
82,82,"(189, 188)",5,0.55
83,83,"(189, 190)",7,0.63
84,84,"(189, 248)",11,0.9900000000000001
85,85,"(256, 116)",4,0.4
86,86,"(256, 255)",5,0.55
87,87,"(256, 297)",5,0.45
88,88,"(7, 8)",3,0.3
89,89,"(7, 111)",7,0.7
90,90,"(74, 72)",13,1.1700000000000002
91,91,"(74, 73)",9,0.9
92,92,"(74, 87)",10,1.0
93,93,"(74, 128)",10,1.0
94,94,"(265, 15)",6,0.54
95,95,"(265, 22)",3,0.3
96,96,"(265, 130)",5,0.4
97,97,"(265, 173)",5,0.5
98,98,"(265, 264)",5,0.45
99,99,"(265, 266)",1,0.09000000000000001
100,100,"(8, 9)",6,0.66
101,101,"(8, 22)",10,1.0
102,102,"(8, 229)",6,0.6
103,103,"(111, 110)",9,0.9
104,104,"(111, 112)",6,0.6
105,105,"(9, 10)",6,0.54
106,106,"(9, 210)",4,0.4
107,107,"(9, 239)",6,0.6
108,108,"(22, 21)",6,0.54
109,109,"(22, 23)",5,0.5
110,110,"(22, 128)",8,0.7200000000000001
111,111,"(22, 171)",8,0.8
112,112,"(229, 72)",9,0.9
113,113,"(229, 83)",7,0.63
114,114,"(229, 228)",9,0.81
115,115,"(229, 230)",7,0.63
116,116,"(10, 11)",4,0.36000000000000004
117,117,"(10, 30)",11,0.9900000000000001
118,118,"(10, 208)",8,0.8
119,119,"(10, 255)",6,0.66
120,120,"(210, 209)",3,0.3
121,121,"(210, 211)",9,0.81
122,122,"(239, 27)",6,0.54
123,123,"(239, 80)",9,0.81
124,124,"(239, 107)",8,0.8
125,125,"(239, 238)",12,1.2
126,126,"(11, 12)",4,0.44000000000000006
127,127,"(11, 233)",5,0.45
128,128,"(30, 29)",7,0.77
129,129,"(30, 31)",5,0.5
130,130,"(30, 298)",5,0.55
131,131,"(208, 190)",5,0.55
132,132,"(208, 207)",5,0.5
133,133,"(208, 209)",5,0.45
134,134,"(255, 88)",9,0.81
135,135,"(255, 254)",9,0.81
136,136,"(12, 13)",5,0.4
137,137,"(233, 109)",5,0.4
138,138,"(233, 232)",7,0.7
139,139,"(233, 234)",11,1.1
140,140,"(13, 14)",11,1.1
141,141,"(13, 52)",7,0.5599999999999999
142,142,"(14, 15)",5,0.5
143,143,"(14, 76)",5,0.55
144,144,"(14, 108)",6,0.54
145,145,"(52, 51)",7,0.7
146,146,"(52, 53)",7,0.63
147,147,"(52, 187)",6,0.6
148,148,"(15, 16)",3,0.27
149,149,"(76, 43)",7,0.63
150,150,"(76, 77)",9,0.81
151,151,"(76, 154)",3,0.3
152,152,"(76, 166)",6,0.66
153,153,"(108, 107)",5,0.55
154,154,"(108, 109)",8,0.7200000000000001
155,155,"(108, 263)",5,0.55
156,156,"(16, 17)",7,0.7
157,157,"(17, 18)",4,0.36000000000000004
158,158,"(18, 19)",4,0.32000000000000006
159,159,"(18, 98)",8,0.8
160,160,"(18, 297)",9,0.9
161,161,"(19, 20)",5,0.45
162,162,"(98, 97)",3,0.27
163,163,"(98, 99)",4,0.4
164,164,"(98, 146)",8,0.8800000000000001
165,165,"(98, 155)",3,0.33
166,166,"(98, 259)",11,1.1
167,167,"(297, 70)",6,0.66
168,168,"(297, 284)",8,0.7200000000000001
169,169,"(297, 296)",9,0.9
170,170,"(297, 298)",8,0.7200000000000001
171,171,"(20, 21)",7,0.63
172,172,"(20, 35)",4,0.44000000000000006
173,173,"(20, 120)",3,0.27
174,174,"(20, 166)",10,1.0
175,175,"(21, 87)",6,0.48
176,176,"(35, 34)",13,1.1700000000000002
177,177,"(35, 36)",5,0.45
178,178,"(35, 116)",9,0.81
179,179,"(35, 170)",3,0.3
180,180,"(120, 119)",12,1.08
181,181,"(120, 121)",8,0.7200000000000001
182,182,"(166, 134)",4,0.36000000000000004
183,183,"(166, 143)",9,0.9
184,184,"(166, 165)",11,1.2100000000000002
185,185,"(166, 167)",8,0.7200000000000001
186,186,"(166, 175)",7,0.63
187,187,"(166, 266)",5,0.5
188,188,"(166, 280)",9,0.81
189,189,"(87, 82)",7,0.7
190,190,"(87, 86)",4,0.32000000000000006
191,191,"(87, 88)",6,0.66
192,192,"(23, 24)",11,1.2100000000000002
193,193,"(128, 127)",11,1.1
194,194,"(128, 129)",9,0.7200000000000001
195,195,"(128, 258)",8,0.8800000000000001
196,196,"(171, 170)",7,0.7
197,197,"(171, 172)",8,0.6400000000000001
198,198,"(171, 183)",5,0.55
199,199,"(171, 241)",6,0.54
200,200,"(24, 25)",6,0.6
201,201,"(25, 26)",5,0.5
202,202,"(25, 49)",6,0.54
203,203,"(25, 223)",6,0.54
204,204,"(26, 27)",9,0.81
205,205,"(26, 227)",10,1.0
206,206,"(26, 258)",5,0.45
207,207,"(49, 48)",6,0.66
208,208,"(49, 50)",9,0.7200000000000001
209,209,"(223, 127)",7,0.7
210,210,"(223, 222)",2,0.16000000000000003
211,211,"(27, 28)",8,0.8
212,212,"(227, 55)",6,0.6
213,213,"(227, 226)",11,0.9900000000000001
214,214,"(227, 228)",3,0.27
215,215,"(258, 187)",10,0.8
216,216,"(258, 259)",8,0.7200000000000001
217,217,"(28, 29)",7,0.7
218,218,"(28, 59)",7,0.63
219,219,"(29, 162)",12,1.32
220,220,"(59, 58)",10,0.9
221,221,"(59, 60)",10,1.0
222,222,"(59, 69)",3,0.24
223,223,"(59, 275)",11,0.9900000000000001
224,224,"(162, 69)",8,0.8800000000000001
225,225,"(162, 161)",8,0.7200000000000001
226,226,"(162, 163)",7,0.7
227,227,"(162, 218)",8,0.8800000000000001
228,228,"(31, 32)",3,0.27
229,229,"(31, 81)",10,0.9
230,230,"(31, 103)",4,0.4
231,231,"(32, 33)",8,0.7200000000000001
232,232,"(81, 80)",10,0.9
233,233,"(81, 82)",3,0.33
234,234,"(81, 95)",5,0.55
235,235,"(81, 202)",12,1.2
236,236,"(103, 79)",6,0.48
237,237,"(103, 102)",8,0.7200000000000001
238,238,"(103, 104)",6,0.54
239,239,"(103, 112)",6,0.66
240,240,"(33, 34)",6,0.6
241,241,"(33, 267)",8,0.8
242,242,"(267, 92)",6,0.54
243,243,"(267, 177)",5,0.55
244,244,"(267, 185)",8,0.8800000000000001
245,245,"(267, 266)",3,0.24
246,246,"(267, 268)",3,0.24
247,247,"(36, 37)",6,0.54
248,248,"(116, 115)",4,0.4
249,249,"(116, 117)",11,1.1
250,250,"(116, 211)",7,0.7
251,251,"(116, 277)",6,0.54
252,252,"(170, 169)",6,0.6
253,253,"(170, 295)",7,0.5599999999999999
254,254,"(37, 38)",10,1.1
255,255,"(37, 179)",6,0.48
256,256,"(37, 248)",6,0.6
257,257,"(38, 39)",3,0.3
258,258,"(179, 88)",5,0.45
259,259,"(179, 110)",4,0.4
260,260,"(179, 178)",8,0.8800000000000001
261,261,"(179, 180)",6,0.54
262,262,"(248, 163)",12,1.08
263,263,"(248, 247)",12,1.2
264,264,"(248, 249)",9,0.81
265,265,"(39, 40)",6,0.54
266,266,"(39, 218)",10,0.9
267,267,"(40, 41)",5,0.55
268,268,"(40, 280)",6,0.54
269,269,"(218, 135)",3,0.3
270,270,"(218, 156)",11,1.1
271,271,"(218, 217)",6,0.54
272,272,"(218, 219)",5,0.45
273,273,"(41, 42)",6,0.54
274,274,"(280, 211)",9,0.9
275,275,"(280, 279)",8,0.6400000000000001
276,276,"(280, 281)",11,0.9900000000000001
277,277,"(42, 43)",7,0.7
278,278,"(42, 68)",8,0.6400000000000001
279,279,"(42, 132)",8,0.8800000000000001
280,280,"(42, 167)",6,0.48
281,281,"(43, 44)",6,0.54
282,282,"(68, 67)",7,0.7
283,283,"(68, 69)",8,0.7200000000000001
284,284,"(68, 151)",6,0.54
285,285,"(132, 115)",4,0.44000000000000006
286,286,"(132, 131)",3,0.24
287,287,"(132, 133)",9,0.9
288,288,"(132, 281)",5,0.55
289,289,"(167, 122)",6,0.54
290,290,"(167, 154)",6,0.6
291,291,"(167, 168)",6,0.48
292,292,"(167, 266)",9,0.9
293,293,"(44, 146)",4,0.4
294,294,"(44, 155)",5,0.5
295,295,"(146, 145)",4,0.32000000000000006
296,296,"(146, 147)",9,0.9900000000000001
297,297,"(155, 53)",11,1.2100000000000002
298,298,"(155, 154)",9,0.9
299,299,"(155, 156)",5,0.5
300,300,"(155, 287)",8,0.8
301,301,"(46, 47)",3,0.3
302,302,"(46, 138)",6,0.6
303,303,"(142, 141)",4,0.4
304,304,"(142, 143)",8,0.8800000000000001
305,305,"(47, 48)",7,0.5599999999999999
306,306,"(138, 137)",4,0.4
307,307,"(138, 139)",10,1.0
308,308,"(138, 163)",5,0.5
309,309,"(48, 71)",9,0.9900000000000001
310,310,"(48, 226)",4,0.36000000000000004
311,311,"(71, 70)",5,0.5
312,312,"(71, 72)",11,1.2100000000000002
313,313,"(71, 104)",11,1.1
314,314,"(71, 271)",5,0.4
315,315,"(226, 204)",5,0.55
316,316,"(226, 225)",8,0.7200000000000001
317,317,"(50, 51)",11,0.9900000000000001
318,318,"(50, 251)",6,0.54
319,319,"(51, 211)",3,0.33
320,320,"(251, 129)",8,0.8
321,321,"(251, 176)",5,0.45
322,322,"(251, 245)",10,1.1
323,323,"(211, 212)",5,0.45
324,324,"(211, 277)",9,0.7200000000000001
325,325,"(53, 54)",7,0.77
326,326,"(53, 112)",9,0.9
327,327,"(187, 186)",11,1.1
328,328,"(187, 188)",5,0.5
329,329,"(187, 269)",9,0.9
330,330,"(187, 296)",6,0.6
331,331,"(54, 55)",7,0.7
332,332,"(54, 225)",4,0.32000000000000006
333,333,"(112, 113)",8,0.7200000000000001
334,334,"(55, 56)",6,0.6
335,335,"(55, 104)",8,0.6400000000000001
336,336,"(225, 62)",12,1.32
337,337,"(225, 216)",7,0.7
338,338,"(56, 57)",9,0.81
339,339,"(104, 83)",6,0.6
340,340,"(104, 105)",6,0.6
341,341,"(57, 58)",5,0.55
342,342,"(57, 180)",3,0.3
343,343,"(58, 202)",8,0.7200000000000001
344,344,"(58, 220)",8,0.7200000000000001
345,345,"(180, 99)",7,0.7
346,346,"(180, 168)",15,1.2000000000000002
347,347,"(180, 181)",6,0.54
348,348,"(202, 201)",5,0.55
349,349,"(202, 203)",11,0.9900000000000001
350,350,"(220, 219)",5,0.45
351,351,"(220, 221)",8,0.7200000000000001
352,352,"(60, 61)",6,0.66
353,353,"(60, 93)",3,0.3
354,354,"(60, 181)",5,0.45
355,355,"(69, 70)",16,1.4400000000000002
356,356,"(69, 124)",7,0.7
357,357,"(69, 152)",5,0.55
358,358,"(69, 204)",5,0.45
359,359,"(275, 188)",5,0.5
360,360,"(275, 213)",7,0.77
361,361,"(275, 274)",6,0.6
362,362,"(275, 276)",5,0.55
363,363,"(61, 62)",3,0.27
364,364,"(61, 207)",6,0.54
365,365,"(61, 268)",11,0.9900000000000001
366,366,"(93, 92)",10,0.8
367,367,"(93, 94)",5,0.45
368,368,"(181, 90)",8,0.7200000000000001
369,369,"(181, 182)",7,0.7
370,370,"(62, 63)",6,0.54
371,371,"(62, 86)",5,0.4
372,372,"(207, 89)",8,0.7200000000000001
373,373,"(207, 206)",7,0.63
374,374,"(268, 217)",11,1.1
375,375,"(268, 269)",5,0.45
376,376,"(63, 64)",5,0.4
377,377,"(63, 148)",7,0.77
378,378,"(86, 85)",10,1.0
379,379,"(64, 65)",10,1.0
380,380,"(64, 292)",11,1.1
381,381,"(148, 147)",4,0.36000000000000004
382,382,"(148, 149)",7,0.63
383,383,"(148, 212)",6,0.54
384,384,"(65, 172)",9,0.9
385,385,"(65, 200)",7,0.63
386,386,"(65, 285)",3,0.33
387,387,"(292, 125)",7,0.63
388,388,"(292, 273)",10,1.0
389,389,"(292, 291)",10,0.9
390,390,"(292, 293)",6,0.6
391,391,"(172, 173)",8,0.8800000000000001
392,392,"(172, 190)",6,0.54
393,393,"(200, 182)",7,0.63
394,394,"(200, 199)",8,0.6400000000000001
395,395,"(200, 201)",4,0.4
396,396,"(285, 284)",2,0.18000000000000002
397,397,"(285, 286)",7,0.5599999999999999
398,398,"(67, 70)",10,0.9
399,399,"(67, 164)",10,0.8
400,400,"(67, 234)",7,0.63
401,401,"(164, 163)",7,0.7
402,402,"(164, 165)",7,0.7
403,403,"(234, 131)",10,1.0
404,404,"(234, 235)",3,0.27
405,405,"(234, 273)",7,0.63
406,406,"(234, 286)",4,0.36000000000000004
407,407,"(151, 152)",8,0.7200000000000001
408,408,"(124, 123)",11,1.1
409,409,"(124, 125)",12,0.96
410,410,"(152, 153)",6,0.48
411,411,"(152, 194)",4,0.4
412,412,"(204, 136)",5,0.55
413,413,"(204, 203)",6,0.6
414,414,"(204, 205)",7,0.7
415,415,"(204, 277)",8,0.8800000000000001
416,416,"(72, 73)",4,0.32000000000000006
417,417,"(72, 214)",3,0.3
418,418,"(271, 178)",10,0.8
419,419,"(271, 216)",6,0.66
420,420,"(271, 272)",6,0.54
421,421,"(214, 175)",9,0.9
422,422,"(214, 213)",4,0.4
423,423,"(214, 215)",7,0.63
424,424,"(143, 144)",6,0.54
425,425,"(246, 245)",5,0.45
426,426,"(246, 247)",6,0.54
427,427,"(246, 274)",4,0.32000000000000006
428,428,"(77, 78)",7,0.77
429,429,"(77, 88)",5,0.55
430,430,"(154, 85)",2,0.2
431,431,"(154, 105)",5,0.5
432,432,"(154, 153)",7,0.7
433,433,"(78, 79)",6,0.66
434,434,"(78, 114)",8,0.8800000000000001
435,435,"(78, 184)",10,0.9
436,436,"(88, 89)",7,0.7
437,437,"(88, 283)",8,0.6400000000000001
438,438,"(79, 80)",6,0.54
439,439,"(79, 110)",6,0.54
440,440,"(79, 241)",10,0.9
441,441,"(114, 113)",9,0.9
442,442,"(114, 115)",6,0.54
443,443,"(184, 130)",7,0.77
444,444,"(184, 183)",10,0.9
445,445,"(184, 185)",6,0.6
446,446,"(80, 206)",9,0.9
447,447,"(110, 109)",1,0.08000000000000002
448,448,"(241, 122)",5,0.55
449,449,"(241, 201)",10,1.1
450,450,"(206, 205)",6,0.6
451,451,"(206, 212)",5,0.55
452,452,"(206, 276)",5,0.55
453,453,"(82, 83)",10,1.0
454,454,"(95, 94)",6,0.48
455,455,"(95, 96)",6,0.66
456,456,"(95, 198)",8,0.8800000000000001
457,457,"(95, 215)",3,0.33
458,458,"(83, 195)",12,0.96
459,459,"(83, 235)",7,0.63
460,460,"(195, 194)",6,0.6
461,461,"(195, 196)",10,0.9
462,462,"(235, 134)",11,1.2100000000000002
463,463,"(235, 165)",6,0.54
464,464,"(235, 236)",7,0.7
465,465,"(160, 159)",13,1.3
466,466,"(160, 161)",6,0.6
467,467,"(160, 183)",5,0.45
468,468,"(294, 293)",5,0.45
469,469,"(294, 295)",4,0.44000000000000006
470,470,"(89, 90)",6,0.66
471,471,"(89, 173)",7,0.77
472,472,"(283, 282)",7,0.7
473,473,"(283, 284)",6,0.6
474,474,"(90, 91)",3,0.24
475,475,"(173, 174)",7,0.5599999999999999
476,476,"(91, 92)",5,0.45
477,477,"(91, 99)",8,0.7200000000000001
478,478,"(99, 100)",10,0.8
479,479,"(99, 119)",7,0.7
480,480,"(94, 197)",5,0.5
481,481,"(94, 247)",6,0.54
482,482,"(94, 273)",5,0.5
483,483,"(197, 196)",9,0.9900000000000001
484,484,"(197, 198)",8,0.6400000000000001
485,485,"(197, 263)",9,0.81
486,486,"(247, 144)",6,0.54
487,487,"(247, 165)",8,0.6400000000000001
488,488,"(247, 205)",7,0.63
489,489,"(273, 272)",11,1.2100000000000002
490,490,"(273, 274)",5,0.4
491,491,"(273, 287)",8,0.6400000000000001
492,492,"(96, 97)",8,0.7200000000000001
493,493,"(96, 253)",6,0.66
494,494,"(198, 199)",5,0.5
495,495,"(215, 117)",14,1.1199999999999999
496,496,"(215, 216)",9,0.9
497,497,"(253, 127)",7,0.7
498,498,"(253, 129)",5,0.55
499,499,"(253, 163)",6,0.54
500,500,"(253, 182)",4,0.4
501,501,"(253, 254)",10,0.9
502,502,"(259, 102)",8,0.8
503,503,"(259, 119)",10,0.8
504,504,"(259, 260)",4,0.44000000000000006
505,505,"(100, 101)",7,0.63
506,506,"(100, 217)",8,0.7200000000000001
507,507,"(119, 118)",12,1.2
508,508,"(119, 122)",10,1.0
509,509,"(101, 102)",9,0.7200000000000001
510,510,"(101, 153)",6,0.54
511,511,"(217, 216)",9,0.9
512,512,"(153, 272)",8,0.8800000000000001
513,513,"(153, 286)",10,1.0
514,514,"(105, 106)",5,0.55
515,515,"(105, 122)",8,0.7200000000000001
516,516,"(105, 188)",6,0.66
517,517,"(106, 107)",5,0.5
518,518,"(106, 185)",10,1.0
519,519,"(122, 121)",8,0.7200000000000001
520,520,"(122, 123)",12,1.2
521,521,"(188, 163)",6,0.66
522,522,"(188, 212)",4,0.4
523,523,"(188, 260)",10,1.0
524,524,"(188, 290)",6,0.66
525,525,"(185, 130)",8,0.7200000000000001
526,526,"(185, 186)",8,0.7200000000000001
527,527,"(185, 269)",5,0.55
528,528,"(263, 196)",8,0.8
529,529,"(263, 262)",4,0.4
530,530,"(263, 264)",10,0.8
531,531,"(113, 295)",7,0.77
532,532,"(295, 296)",5,0.5
533,533,"(115, 125)",6,0.6
534,534,"(117, 118)",9,0.9
535,535,"(117, 177)",7,0.63
536,536,"(117, 205)",4,0.36000000000000004
537,537,"(277, 276)",7,0.63
538,538,"(277, 278)",5,0.4
539,539,"(177, 176)",5,0.5
540,540,"(177, 178)",7,0.63
541,541,"(177, 183)",8,0.8
542,542,"(177, 193)",4,0.32000000000000006
543,543,"(177, 212)",8,0.8
544,544,"(244, 243)",7,0.77
545,545,"(244, 245)",5,0.45
546,546,"(129, 130)",8,0.7200000000000001
547,547,"(130, 131)",9,0.9
548,548,"(133, 134)",9,0.81
549,549,"(281, 282)",6,0.66
550,550,"(134, 135)",9,0.81
551,551,"(135, 136)",4,0.36000000000000004
552,552,"(135, 243)",8,0.8
553,553,"(135, 284)",7,0.5599999999999999
554,554,"(136, 137)",7,0.7
555,555,"(139, 140)",12,1.2
556,556,"(140, 141)",6,0.48
557,557,"(140, 174)",5,0.45
558,558,"(174, 175)",5,0.55
559,559,"(174, 272)",8,0.6400000000000001
560,560,"(144, 145)",4,0.4
561,561,"(144, 287)",4,0.36000000000000004
562,562,"(145, 249)",10,0.8
563,563,"(287, 193)",6,0.6
564,564,"(287, 286)",5,0.45
565,565,"(249, 196)",10,1.1
566,566,"(249, 212)",4,0.36000000000000004
567,567,"(149, 190)",13,1.1700000000000002
568,568,"(212, 213)",8,0.8800000000000001
569,569,"(212, 219)",5,0.45
570,570,"(190, 191)",11,1.2100000000000002
571,571,"(194, 193)",8,0.6400000000000001
572,572,"(286, 262)",7,0.5599999999999999
573,573,"(156, 157)",8,0.8
574,574,"(157, 158)",7,0.77
575,575,"(157, 289)",6,0.54
576,576,"(158, 159)",11,0.9900000000000001
577,577,"(289, 216)",8,0.8800000000000001
578,578,"(289, 290)",6,0.6
579,579,"(161, 199)",6,0.48
580,580,"(183, 182)",5,0.5
581,581,"(165, 192)",4,0.36000000000000004
582,582,"(192, 191)",7,0.77
583,583,"(192, 193)",5,0.5
584,584,"(175, 176)",10,1.1
585,585,"(168, 169)",4,0.36000000000000004
586,586,"(296, 254)",7,0.5599999999999999
587,587,"(260, 261)",6,0.66
588,588,"(290, 291)",9,0.81
589,589,"(191, 236)",9,0.81
590,590,"(236, 237)",8,0.6400000000000001
591,591,"(203, 228)",4,0.4
592,592,"(203, 232)",11,0.9900000000000001
593,593,"(203, 291)",8,0.7200000000000001
594,594,"(232, 231)",5,0.5
595,595,"(221, 222)",5,0.4
596,596,"(230, 231)",7,0.7
597,597,"(237, 238)",4,0.36000000000000004
598,598,"(261, 262)",6,0.54
599,599,"(278, 279)",9,0.9
